400.00000000 0.44526353
400.24000000 0.44578621
400.48000000 0.44633508
400.72000000 0.44688416
400.96000000 0.44743544
401.20000000 0.44799888
401.44000000 0.44855690
401.68000000 0.44911176
401.92000000 0.44967046
402.16000000 0.45023963
402.40000000 0.45080027
402.64000000 0.45133364
402.88000000 0.45184579
403.12000000 0.45235437
403.36000000 0.45284492
403.60000000 0.45329407
403.84000000 0.45374209
404.08000000 0.45424271
404.32000000 0.45476708
404.56000000 0.45525756
404.80000000 0.45569947
405.04000000 0.45614684
405.28000000 0.45667356
405.52000000 0.45726988
405.76000000 0.45784482
406.00000000 0.45836541
406.24000000 0.45889026
406.48000000 0.45945504
406.72000000 0.46002141
406.96000000 0.46054789
407.20000000 0.46103117
407.44000000 0.46146625
407.68000000 0.46185324
407.92000000 0.46221209
408.16000000 0.46257415
408.40000000 0.46300831
408.64000000 0.46354383
408.88000000 0.46411189
409.12000000 0.46464261
409.36000000 0.46512932
409.60000000 0.46563280
409.84000000 0.46614820
410.08000000 0.46658441
410.32000000 0.46698090
410.56000000 0.46745464
410.80000000 0.46800613
411.04000000 0.46858564
411.28000000 0.46916196
411.52000000 0.46970141
411.76000000 0.47019535
412.00000000 0.47067681
412.24000000 0.47113857
412.48000000 0.47154555
412.72000000 0.47191048
412.96000000 0.47226259
413.20000000 0.47261599
413.44000000 0.47302613
413.68000000 0.47357011
413.92000000 0.47421646
414.16000000 0.47482228
414.40000000 0.47531486
414.64000000 0.47575206
414.88000000 0.47619268
415.12000000 0.47664037
415.36000000 0.47715038
415.60000000 0.47770983
415.84000000 0.47819835
416.08000000 0.47861776
416.32000000 0.47900814
416.56000000 0.47937873
416.80000000 0.47984192
417.04000000 0.48039421
417.28000000 0.48089629
417.52000000 0.48133975
417.76000000 0.48175353
418.00000000 0.48216549
418.24000000 0.48261395
418.48000000 0.48306999
418.72000000 0.48355499
418.96000000 0.48407015
419.20000000 0.48452657
419.44000000 0.48492578
419.68000000 0.48533893
419.92000000 0.48580903
420.16000000 0.48629275
420.40000000 0.48674121
420.64000000 0.48719555
420.88000000 0.48764598
421.12000000 0.48809460
421.36000000 0.48859003
421.60000000 0.48907679
421.84000000 0.48948205
422.08000000 0.48986360
422.32000000 0.49030268
422.56000000 0.49077779
422.80000000 0.49125248
423.04000000 0.49172208
423.28000000 0.49214876
423.52000000 0.49252722
423.76000000 0.49289659
424.00000000 0.49326643
424.24000000 0.49363863
424.48000000 0.49402907
424.72000000 0.49449223
424.96000000 0.49505082
425.20000000 0.49562380
425.44000000 0.49615511
425.68000000 0.49665946
425.92000000 0.49712670
426.16000000 0.49756455
426.40000000 0.49801406
426.64000000 0.49842212
426.88000000 0.49873659
427.12000000 0.49903500
427.36000000 0.49939236
427.60000000 0.49979699
427.84000000 0.50022757
428.08000000 0.50069112
428.32000000 0.50120294
428.56000000 0.50173289
428.80000000 0.50224781
429.04000000 0.50276572
429.28000000 0.50327730
429.52000000 0.50374413
429.76000000 0.50413758
430.00000000 0.50443316
430.24000000 0.50469172
430.48000000 0.50500149
430.72000000 0.50538433
430.96000000 0.50582469
431.20000000 0.50628364
